Longitutde,Latitude,Severity
153.090103,-27.570073,2
153.04364,-27.485701,2
153.037131,-27.486707,2
153.165403,-27.476277,2
153.172148,-27.497389,2
153.066891,-27.438613,2
152.988469,-27.404391,2
153.041241,-27.648983,2
152.9779063,-27.459542,2
152.979699,-27.452284,2
153.114675,-27.508773,2
152.9847976,-27.47906484,2
152.9757508,-27.56706795,2
153.0357905,-27.49716349,2
153.0387202,-27.49680378,2
153.117599,-27.47993096,2
153.060146,-27.348658,2
153.034158,-27.412851,2
153.03214,-27.60859,2
153.045146,-27.637081,2
153.023501,-27.458145,2
153.069047,-27.47254,2
153.068505,-27.318916,2
153.061323,-27.571581,2
153.105076,-27.578624,2
153.128377,-27.480405,2
153.041195,-27.354335,2
153.038226,-27.38699,2
153.044948,-27.388009,2
152.980968,-27.447867,2
153.0449772,-27.49869209,2
153.0354415,-27.45880405,2
153.0372511,-27.45752025,2
152.9855439,-27.47510221,2
153.019206,-27.544419,2
153.026542,-27.483336,2
153.170383,-27.446128,2
153.031334,-27.390572,2
153.075356,-27.605274,2
153.007059,-27.599356,2
153.064428,-27.467227,2
153.053969,-27.328752,2
153.035863,-27.476296,2
153.040271,-27.648121,2
153.0387,-27.504069,2
153.025803,-27.474541,2
153.000917,-27.450829,2
153.067414,-27.52466,2
153.181584,-27.457958,2
153.125391,-27.503008,2
153.063478,-27.5892,2
152.953547,-27.508434,2
152.9820997,-27.53735355,2
153.063697,-27.573795,2
153.039587,-27.498231,2
153.057555,-27.616186,2
153.041713,-27.598349,2
153.071123,-27.494202,2
153.011333,-27.46248,2
153.04246,-27.443567,2
152.963446,-27.504418,2
153.0979146,-27.46029701,2
153.040332,-27.558939,2
153.050103,-27.347484,2
153.043128,-27.604384,2
153.0264099,-27.46167735,2
153.038816,-27.507019,2
153.029579,-27.446014,2
153.004107,-27.598532,2
153.0130655,-27.64206199,2
152.995335,-27.482016,2
152.979082,-27.553529,2
153.131701,-27.547122,2
153.164186,-27.559153,2
153.042357,-27.38984,2
153.047521,-27.64745,2
152.952943,-27.570464,2
152.956315,-27.5492299,2
152.980289,-27.568796,2
152.932228,-27.604085,2
153.014052,-27.523707,2
153.07299,-27.51639,2
152.974399,-27.496984,2
153.063499,-27.486713,2
153.0591286,-27.4689134,2
153.010179,-27.328596,2
153.02817,-27.341843,2
153.0950161,-27.38755537,2
153.014412,-27.517984,2
153.0109775,-27.46479853,2
153.0387568,-27.31625788,2
153.036427,-27.415468,2
152.943263,-27.427398,2
153.007213,-27.46694,2
153.0218254,-27.47206487,2
152.971442,-27.610124,2
153.0692562,-27.56153685,2
153.0410716,-27.48051654,2
153.043303,-27.604311,2
153.101492,-27.495018,2
153.013477,-27.466479,2
152.987394,-27.59639,2
152.987886,-27.480533,2
153.07044,-27.572805,2
153.064878,-27.590091,2
153.026824,-27.586002,2
153.092437,-27.543569,2
152.974049,-27.5830076,2
153.020376,-27.550671,2
153.04668,-27.576069,2
153.092339,-27.591269,2
153.063818,-27.571635,2
153.073207,-27.573151,2
153.095485,-27.591757,2
153.106345,-27.577085,2
153.044649,-27.3358475,2
153.180016,-27.514252,2
153.0746696,-27.41156056,2
152.942254,-27.411487,2
153.0465591,-27.63071615,2
153.024403,-27.57962,2
153.060293,-27.589077,2
152.9553187,-27.48388862,2
153.080001,-27.560242,2
153.0255613,-27.49826367,2
153.01922,-27.490913,2
153.051312,-27.415843,2
153.063673,-27.38036,2
153.048214,-27.623767,2
152.96133,-27.575994,2
152.955822,-27.541527,2
152.975633,-27.496901,2
152.948118,-27.52280763,2
153.063375,-27.575689,2
153.05,-27.48783,2
153.021908,-27.384564,2
153.1595777,-27.5087328,2
153.0589178,-27.40020726,2
153.083361,-27.433371,2
152.991324,-27.419054,2
153.011127,-27.468217,2
152.982531,-27.502632,2
152.991305,-27.48077,2
152.936789,-27.510504,2
153.078325,-27.456037,2
153.085561,-27.562758,2
153.040739,-27.485232,2
153.121996,-27.487868,2
153.053321,-27.348115,2
152.942215,-27.411493,2
152.9226758,-27.55649544,2
152.976006,-27.587089,2
152.981833,-27.538808,2
153.018832,-27.481992,2
153.112047,-27.472425,2
153.031145,-27.387887,2
152.96272,-27.411954,2
152.990239,-27.424972,2
152.9906039,-27.42295057,2
153.062004,-27.611313,2
153.1033998,-27.50287325,2
153.1005273,-27.49907029,2
152.978514,-27.492951,2
152.9470789,-27.52694534,2
153.091675,-27.547172,2
153.031005,-27.385931,2
153.030834,-27.439841,2
153.0571801,-27.60197927,2
152.9791586,-27.62867231,2
152.9925675,-27.47255733,2
152.975373,-27.503047,2
152.96319,-27.502382,2
152.975213,-27.510551,2
153.079155,-27.560474,2
153.0604029,-27.62027385,2
152.989487,-27.447398,2
153.088695,-27.495791,2
153.0734257,-27.53151433,2
152.968939,-27.588747,2
152.981874,-27.597538,2
153.0643212,-27.48324401,2
153.059299,-27.370131,2
152.992205,-27.445627,2
153.124414,-27.502781,2
153.007874,-27.469284,2
153.031394,-27.445644,2
152.9550338,-27.624834,2
153.020697,-27.557945,2
153.0117734,-27.41988043,2
153.005132,-27.409784,2
153.184351,-27.47210339,2
153.0182,-27.370561,2
153.051293,-27.376594,2
153.069178,-27.38796,2
153.020043,-27.558475,2
153.029545,-27.464934,2
153.03758,-27.45511683,2
152.921717,-27.511153,2
153.009618,-27.40027,2
153.011422,-27.402992,2
153.032144,-27.378354,2
153.0766803,-27.34423429,2
153.001041,-27.358891,2
153.042234,-27.645367,2
153.040887,-27.6501362,2
153.058894,-27.648834,2
153.014884,-27.459927,2
153.003962,-27.451929,2
153.044519,-27.515246,2
152.976006,-27.587089,2
152.955315,-27.609591,2
152.938228,-27.506923,2
152.97121,-27.498836,2
153.024435,-27.411481,2
153.042262,-27.497945,2
153.0348271,-27.47773296,2
153.156222,-27.453003,2
153.012732,-27.345867,2
153.049613,-27.6477476,2
153.015982,-27.465978,2
153.008907,-27.44602954,2
152.999786,-27.470625,2
153.046764,-27.502764,2
153.1017803,-27.44695632,2
153.00428,-27.316741,2
153.034646,-27.500938,2
153.035053,-27.501022,2
153.179161,-27.444216,2
153.025665,-27.369308,2
153.0935826,-27.61788432,2
152.980406,-27.568772,2
153.061928,-27.58287783,2
152.9819683,-27.49173575,2
153.008918,-27.390825,2
153.090354,-27.554524,2
153.031661,-27.400965,2
152.9836599,-27.64839493,2
153.092518,-27.41119,2
153.051215,-27.611034,2
153.061664,-27.584166,2
153.086482,-27.535995,2
153.039397,-27.312782,2
153.0586614,-27.57502409,2
153.036672,-27.415469,2
152.978504,-27.4044393,2
152.991504,-27.4102841,2
153.018769,-27.592674,2
153.037052,-27.501579,2
153.094817,-27.495909,2
153.005493,-27.465137,2
152.992201,-27.485846,2
153.046738,-27.312909,2
153.126045,-27.5002167,2
153.034987,-27.421546,2
153.059885,-27.4050268,2
152.90477,-27.406587,2
153.0324812,-27.51020032,2
153.123579,-27.50349,2
153.0231773,-27.46570077,2
153.031137,-27.447902,2
153.016644,-27.471478,2
152.997358,-27.343815,2
153.0633685,-27.41134687,2
153.020337,-27.558649,2
153.041862,-27.449898,2
152.996437,-27.4787,2
152.890951,-27.542415,2
153.018318,-27.474019,2
153.030999,-27.385905,2
153.118654,-27.382757,2
153.034051,-27.421379,2
153.026086,-27.411687,2
153.115162,-27.569308,2
153.1144136,-27.57898312,2
153.014081,-27.376138,2
153.028793,-27.464193,2
153.023591,-27.472302,2
153.014701,-27.466183,2
153.003718,-27.46912,2
153.011336,-27.46261,2
153.028211,-27.463559,2
153.093945,-27.531787,2
153.103153,-27.533873,2
152.952777,-27.508113,2
153.11101,-27.450226,2
153.05519,-27.570724,2
153.007362,-27.43855,2
153.020323,-27.5840895,2
152.994414,-27.445518,2
152.97097,-27.497805,2
153.0727173,-27.31835844,2
153.0133,-27.317949,2
153.090252,-27.57143,2
153.019654,-27.484913,2
153.057982,-27.433,2
152.983388,-27.417985,2
152.942884,-27.533778,2
153.029395,-27.518288,2
152.971169,-27.588325,2
153.030883,-27.393433,2
153.072521,-27.338188,2
153.1721943,-27.51619917,2
153.114363,-27.391011,2
152.993332,-27.407044,2
153.028707,-27.500294,2
152.981643,-27.604185,2
153.0062807,-27.58638368,2
153.1275866,-27.49563816,2
153.057573,-27.362589,2
153.037012,-27.365977,2
153.0216487,-27.37235728,2
153.043107,-27.432954,2
153.0812346,-27.37960157,2
153.060174,-27.621742,2
153.012789,-27.325157,2
153.047751,-27.47847,2
153.06596,-27.389984,2
152.918979,-27.604035,2
152.980289,-27.568796,2
152.9978307,-27.45908647,2
153.0410531,-27.43926285,2
153.0279,-27.45108,2
152.986734,-27.492006,2
152.981775,-27.491674,2
152.9762546,-27.5091829,2
153.050695,-27.48342,2
153.059693,-27.408825,2
152.9221262,-27.59322549,2
153.058426,-27.583356,2
153.0076544,-27.44449,2
153.004838,-27.594054,2
153.018514,-27.293247,2
153.104941,-27.577607,2
153.116766,-27.545278,2
153.032052,-27.386056,2
153.031857,-27.432597,2
152.943141,-27.566593,2
153.013208,-27.464947,2
152.9630818,-27.50617426,2
153.086952,-27.564017,2
153.062002,-27.588524,2
153.014734,-27.521744,2
153.0342589,-27.45961378,2
153.0347744,-27.31010719,2
153.185277,-27.45334,2
153.022111,-27.347516,2
153.015819,-27.355275,2
153.0311879,-27.46180404,2
153.021722,-27.362076,2
153.062344,-27.581572,2
153.08957,-27.554389,2
153.098477,-27.60829,2
153.036808,-27.366822,2
153.078827,-27.399164,2
153.004091,-27.461045,2
153.013349,-27.318289,2
153.008507,-27.330973,2
153.062736,-27.579263,2
153.1600253,-27.43679942,2
153.027449,-27.3730536,2
153.066211,-27.350283,2
153.023129,-27.373477,2
153.0341434,-27.42085226,2
152.977273,-27.420349,2
152.9299538,-27.4105836,2
153.0429103,-27.63812573,2
152.9484535,-27.53629074,2
153.0277982,-27.47177811,2
153.02652,-27.475278,2
153.043289,-27.557605,2
153.190968,-27.473737,2
153.0522708,-27.41654245,2
152.989534,-27.418798,2
153.051215,-27.611034,2
153.061112,-27.587198,2
153.081002,-27.599473,2
153.010526,-27.467238,2
153.079845,-27.53883,2
152.949227,-27.597408,2
152.957957,-27.625218,2
152.994226,-27.481652,2
153.019406,-27.303004,2
153.055153,-27.57443,2
153.020711,-27.477476,2
153.180544,-27.368985,2
153.0388714,-27.36565927,2
153.017042,-27.360827,2
153.059101,-27.33862,2
153.0219274,-27.51241673,2
153.024295,-27.45116962,2
152.955292,-27.609735,2
152.983129,-27.48733799,2
153.027634,-27.307148,2
153.183001,-27.516785,2
153.171502,-27.558954,2
152.998755,-27.494317,2
153.049573,-27.564772,2
153.147959,-27.461325,2
153.074976,-27.341767,2
153.031077,-27.38635016,2
153.0472843,-27.39917121,2
152.961829,-27.404413,2
152.948413,-27.427772,2
152.990224,-27.440944,2
152.981554,-27.640093,2
153.079631,-27.550234,2
153.081676,-27.3555476,2
153.027076,-27.437526,2
153.098404,-27.512209,2
153.040264,-27.51160378,2
153.0412678,-27.4500959,2
153.005924,-27.588705,2
153.113764,-27.45144,2
153.061402,-27.285796,2
153.016937,-27.364016,2
153.067922,-27.650801,2
153.0254074,-27.47412926,2
153.02652,-27.475278,2
153.012949,-27.45607573,2
153.050693,-27.558757,2
153.086138,-27.567576,2
153.0850494,-27.5671301,2
153.026398,-27.482998,2
153.168018,-27.454628,2
153.055211,-27.361972,2
153.0369691,-27.4293208,2
153.048972,-27.396118,2
153.0427658,-27.43267104,2
152.972558,-27.412576,2
153.008544,-27.445718,2
153.006594,-27.49819,2
153.105337,-27.579111,2
153.019645,-27.484042,2
153.016214,-27.487051,2
153.157342,-27.44739,2
153.095639,-27.362319,2
152.9850293,-27.38961906,2
152.941937,-27.546225,2
153.099758,-27.504896,2
152.999747,-27.458751,2
153.1146227,-27.45140528,2
153.0412209,-27.47969964,2
153.119125,-27.474523,2
153.017061,-27.363996,2
153.096878,-27.370979,2
153.059309,-27.394366,2
153.032623,-27.427641,2
152.969533,-27.404909,2
152.916843,-27.55562,2
152.9813021,-27.5725111,2
153.027176,-27.588404,2
153.013674,-27.459082,2
153.025985,-27.465272,2
153.023191,-27.47306,2
153.043907,-27.448369,2
153.040926,-27.434436,2
153.041128,-27.456313,2
153.072621,-27.514357,2
153.00569,-27.503958,2
153.025952,-27.530988,2
153.035083,-27.569942,2
153.062277,-27.3011411,2
153.0289618,-27.31123598,2
152.998426,-27.56004,2
153.039798,-27.350586,2
153.017239,-27.362788,2
152.989895,-27.379783,2
153.0828583,-27.43313989,2
153.040838,-27.64954,2
152.931724,-27.561945,2
153.01899,-27.490714,2
153.033265,-27.49156,2
153.156222,-27.453003,2
153.072791,-27.402881,2
153.095353,-27.625055,2
153.077133,-27.597708,2
153.064911,-27.589983,2
153.019853,-27.467149,2
153.000002,-27.462804,2
153.004571,-27.461252,2
153.044961,-27.467873,2
152.963534,-27.49763,2
153.079435,-27.61372,2
152.985028,-27.387974,2
152.922525,-27.569346,2
153.027842,-27.59758,2
153.033799,-27.459679,2
153.064152,-27.571807,2
153.026423,-27.389076,2
153.022222,-27.383914,2
153.062134,-27.370177,2
153.076155,-27.396435,2
152.865269,-27.419817,2
153.057959,-27.599347,2
152.991564,-27.44582,2
153.041023,-27.450427,2
152.976899,-27.502019,2
153.024021,-27.31082,2
152.979431,-27.56633,2
153.008089,-27.408339,2
153.035657,-27.476423,2
153.075184,-27.41196,2
153.046611,-27.501905,2
153.027812,-27.4510858,2
153.07075,-27.529925,2
152.9712162,-27.62148582,2
153.0061003,-27.49387735,2
152.982722,-27.478346,2
152.9473166,-27.52587919,2
152.9993,-27.559936,2
153.0095204,-27.40051068,2
153.117594,-27.544106,2
153.042908,-27.432316,2
153.0797493,-27.61408039,2
153.0449662,-27.63788075,2
152.980478,-27.568926,2
152.9409692,-27.54775816,2
153.039334,-27.502885,2
153.003718,-27.46912,2
153.008414,-27.47053,2
153.014149,-27.458425,2
153.018061,-27.467917,2
152.958268,-27.511069,2
153.074824,-27.562705,2
153.13109,-27.475269,2
153.03817,-27.395945,2
153.031499,-27.389839,2
153.08973,-27.412069,2
153.05889,-27.61162,2
153.028311,-27.513502,2
153.1326541,-27.47586859,2
153.029662,-27.658997,2
152.96273,-27.411553,2
153.036158,-27.596008,2
153.0994656,-27.50561644,2
153.038756,-27.461391,2
152.980561,-27.492642,2
153.065889,-27.477843,2
153.022335,-27.400954,2
153.059962,-27.407789,2
152.984988,-27.38918399,2
152.980608,-27.566222,2
153.063695,-27.573314,2
153.012602,-27.345965,2
153.059217,-27.411295,2
152.990537,-27.405781,2
153.047468,-27.580602,2
153.0270863,-27.45761986,2
153.024713,-27.465548,2
153.015687,-27.457617,2
153.035625,-27.461544,2
153.028152,-27.561547,2
153.0441443,-27.31290485,2
153.087802,-27.554186,2
153.0379618,-27.49612628,2
153.0646634,-27.43921291,2
153.030211,-27.442581,2
153.065806,-27.383021,2
152.98332,-27.418057,2
152.990775,-27.406576,2
153.012372,-27.557355,2
153.031519,-27.463267,2
153.058925,-27.537553,2
153.0857419,-27.47027161,2
153.070915,-27.465084,2
152.976008,-27.520337,2
152.979784,-27.566068,2
153.063565,-27.57377,2
153.0195764,-27.48579445,2
153.005012,-27.429794,2
152.989288,-27.446102,2
153.027859,-27.466239,2
153.030354,-27.461726,2
153.028961,-27.458726,2
153.032248,-27.455366,2
153.068206,-27.53152,2
153.077755,-27.536273,2
153.0403783,-27.32832416,2
153.066642,-27.558158,2
153.019611,-27.491149,2
153.174963,-27.45680773,2
153.0623942,-27.61143714,2
153.0205614,-27.58310036,2
153.078805,-27.518952,2
153.053886,-27.519992,2
152.990647,-27.480661,2
153.027025,-27.531316,2
153.039025,-27.54585,2
153.04653,-27.330501,2
153.000449,-27.416273,2
153.040841,-27.491945,2
153.0885125,-27.40887009,2
153.0883969,-27.35676498,2
153.007454,-27.438378,2
153.020862,-27.657586,2
152.933076,-27.5290782,2
152.988792,-27.451715,2
153.028635,-27.469688,2
153.03574,-27.459051,2
153.099629,-27.54465,2
153.063866,-27.484152,2
153.0678183,-27.32133832,2
153.066088,-27.561365,2
153.173022,-27.467656,2
153.022464,-27.384873,2
153.013056,-27.381749,2
153.019526,-27.431996,2
153.062487,-27.439662,2
153.074597,-27.413902,2
153.048073,-27.440932,2
153.091975,-27.38129,2
152.934471,-27.552983,2
153.179813,-27.486436,2
153.03447,-27.420023,2
153.0295248,-27.44640606,2
152.959221,-27.599188,2
152.97254,-27.602059,2
153.003829,-27.478195,2
153.032874,-27.484097,2
153.032874,-27.484097,2
153.0369589,-27.36606016,2
153.00636,-27.454206,2
153.03574,-27.459051,2
153.03574,-27.459051,2
152.970982,-27.627229,2
153.176919,-27.447112,2
153.185652,-27.518927,2
153.032215,-27.40551,2
153.0573164,-27.58587746,2
153.082982,-27.600164,2
152.986762,-27.446094,2
153.0287111,-27.46965531,2
153.0661431,-27.52338893,2
153.016795,-27.410831,2
153.090177,-27.571143,2
153.034092,-27.42046,2
153.005895,-27.43453257,2
153.042721,-27.603415,2
152.939996,-27.442317,2
153.0304156,-27.46564601,2
153.048112,-27.505551,2
153.063912,-27.517678,2
152.9595017,-27.59194982,2
153.044629,-27.533447,2
153.10724,-27.457012,2
153.098604,-27.583553,2
153.012055,-27.480976,2
153.06243,-27.374536,2
152.994292,-27.354911,2
153.034092,-27.42046,2
153.031699,-27.435195,2
153.060891,-27.587802,2
153.0985188,-27.51169392,2
153.026202,-27.470695,2
153.024304,-27.471731,2
153.012449,-27.458662,2
153.059991,-27.495731,2
153.0483485,-27.31594174,2
153.023064,-27.480901,2
153.0301358,-27.3826528,2
153.1255006,-27.50292415,2
153.114741,-27.427842,2
153.0952429,-27.37641661,2
153.046419,-27.630165,2
153.075898,-27.49997,2
153.020204,-27.470219,2
153.105395,-27.541506,2
152.987232,-27.596559,2
