Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition
281989,Hospitalisation,2015,May,Tuesday,15,Hit object,Single Vehicle,153.040223,-27.439853,Abbotsford Rd,Allison St,Bowen Hills,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
281990,Medical treatment,2015,May,Tuesday,18,Rear-end,Multi-Vehicle,153.080607,-27.518976,Cavendish Rd,,Holland Park,Brisbane City,4121,Holland Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Holland Park,Holland Park - Yeronga,Brisbane - South,Major cities,Greenslopes,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
281991,Medical treatment,2015,May,Tuesday,7,Rear-end,Multi-Vehicle,152.937813,-27.510274,Kenmore Rd,Moggill Sub-Arterial Rd,Kenmore,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Kenmore,Kenmore - Brookfield - Moggill,Brisbane - West,Major cities,Moggill,Ryan,State-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
281992,Hospitalisation,2015,May,Tuesday,17,Angle,Multi-Vehicle,153.085561,-27.562758,Logan Sub-Arterial Rd,Marada St,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Upper Mount Gravatt,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Wet,Raining,Dawn/Dusk
281993,Hospitalisation,2015,May,Tuesday,7,Rear-end,Multi-Vehicle,153.017111,-27.360778,Gympie Arterial Rd,,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282025,Medical treatment,2015,May,Wednesday,14,Angle,Multi-Vehicle,153.0265201,-27.47527803,Alice St,William St,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Interchange,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
282026,Medical treatment,2015,May,Wednesday,18,Hit pedestrian,Hit pedestrian,153.0215225,-27.4689513,George St,,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
282027,Hospitalisation,2015,May,Wednesday,17,Hit pedestrian,Hit pedestrian,153.028961,-27.458726,Quarry St,St Pauls Tce,Spring Hill,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Spring Hill,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
282028,Medical treatment,2015,May,Wednesday,11,Hit pedestrian,Hit pedestrian,153.034324,-27.456801,Warner St,Wickham St,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
282029,Medical treatment,2015,May,Wednesday,15,Rear-end,Multi-Vehicle,153.022833,-27.525031,Beaudesert Rd,Ipswich Rd,Moorooka,Brisbane City,4105,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Moorooka,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
282030,Medical treatment,2015,May,Wednesday,17,Sideswipe,Multi-Vehicle,153.0076701,-27.33084104,Linkfield Connection Rd,,Bald Hills,Brisbane City,4036,Albany Creek,North Brisbane,Brisbane,SEQ North,Metropolitan,Bald Hills,Bald Hills - Everton Park,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282031,Hospitalisation,2015,May,Wednesday,10,Hit pedestrian,Hit pedestrian,153.012303,-27.479673,Boundary St,Russell St,West End,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,West End,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
282032,Medical treatment,2015,May,Wednesday,7,Rear-end,Multi-Vehicle,153.019091,-27.480745,Cordelia St,Ernest St,South Brisbane,Brisbane City,4101,West End,South Brisbane,Brisbane,SEQ South,Metropolitan,South Brisbane,Brisbane Inner,Brisbane Inner City,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
282033,Hospitalisation,2015,May,Wednesday,9,Hit object,Single Vehicle,152.997514,-27.356377,Albany Creek Sub-Arterial Rd,,Bridgeman Downs,Brisbane City,4035,Albany Creek,North Brisbane,Brisbane,SEQ North,Metropolitan,Bridgeman Downs,Bald Hills - Everton Park,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282042,Minor injury,2015,May,Wednesday,10,Rear-end,Multi-Vehicle,153.063002,-27.381904,Sandgate Rd,Sandgate Sub-Arterial Rd,Virginia,Brisbane City,4014,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Northgate - Virginia,Nundah,Brisbane - North,Major cities,Nudgee,Lilley,State-controlled,Intersection - Interchange,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
282043,Hospitalisation,2015,May,Wednesday,11,Rear-end,Multi-Vehicle,152.996193,-27.423747,Samford Rd,,Alderley,Brisbane City,4051,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Alderley,Brisbane Inner - North,Brisbane Inner City,Major cities,Ashgrove,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
282064,Medical treatment,2015,May,Wednesday,14,Rear-end,Multi-Vehicle,152.969007,-27.579213,Balsa St,Freeman Rd,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282065,Medical treatment,2015,May,Wednesday,13,Rear-end,Multi-Vehicle,152.946022,-27.535914,Seventeen Mile Rocks Rd,,Jindalee,Brisbane City,4074,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Jindalee - Mount Ommaney,Centenary,Brisbane - West,Major cities,Mount Ommaney,Ryan,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282066,Medical treatment,2015,May,Wednesday,6,Rear-end,Multi-Vehicle,152.937938,-27.579749,Cunningham Arterial Rd,,Wacol,Brisbane City,4076,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Darra - Sumner,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
282067,Hospitalisation,2015,May,Thursday,18,Angle,Multi-Vehicle,153.06228,-27.609929,Gowan Rd,,Sunnybank Hills,Brisbane City,4109,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Runcorn,Sunnybank,Brisbane - South,Major cities,Stretton,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
282068,Medical treatment,2015,May,Thursday,16,Rear-end,Multi-Vehicle,153.021388,-27.512677,Fairfield Rd,,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282069,Medical treatment,2015,May,Thursday,8,Angle,Multi-Vehicle,153.095123,-27.484653,Kordick St,Mayfair St,Carina,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carina,Carindale,Brisbane - South,Major cities,Chatsworth,Griffith,Locally-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
282070,Hospitalisation,2015,May,Thursday,14,Hit object,Single Vehicle,153.101867,-27.491458,Creek Rd,Meadowlands Rd,Carina,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carina,Carindale,Brisbane - South,Major cities,Chatsworth,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
282071,Medical treatment,2015,May,Thursday,16,Rear-end,Multi-Vehicle,153.084025,-27.487567,Stanley Rd,,Camp Hill,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Camp Hill,Carindale,Brisbane - South,Major cities,Chatsworth,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282072,Medical treatment,2015,May,Thursday,18,Rear-end,Multi-Vehicle,153.0752629,-27.50739427,Boundary Rd,,Camp Hill,Brisbane City,4152,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Camp Hill,Carindale,Brisbane - South,Major cities,Greenslopes,Griffith,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted
282073,Medical treatment,2015,May,Thursday,23,Rear-end,Multi-Vehicle,153.030118,-27.468516,Creek St,Eagle St,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
282074,Medical treatment,2015,May,Thursday,6,Angle,Multi-Vehicle,153.02978,-27.470131,Felix St,Mary St,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
282075,Medical treatment,2015,May,Thursday,15,Angle,Multi-Vehicle,153.018414,-27.46829,Herschel St,North Quay,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
282076,Hospitalisation,2015,May,Thursday,5,Hit pedestrian,Hit pedestrian,153.029073,-27.458622,St Pauls Tce,Warren St,Fortitude Valley,Brisbane City,4006,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk
282077,Medical treatment,2015,May,Thursday,16,Hit pedestrian,Hit pedestrian,153.03153,-27.456269,Barry Pde,Brunswick St,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - 5+ way,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
282078,Minor injury,2015,May,Thursday,11,Angle,Multi-Vehicle,152.976617,-27.589707,Abelia St,Rosemary St,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Durack,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282079,Medical treatment,2015,May,Thursday,7,Hit pedestrian,Hit pedestrian,153.025011,-27.533723,Beaudesert Rd,Hansen St,Moorooka,Brisbane City,4105,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Moorooka,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
282080,Medical treatment,2015,May,Thursday,8,Rear-end,Multi-Vehicle,153.02119,-27.558406,Beaudesert Rd,Griffith Arterial Rd,Rocklea,Brisbane City,4106,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Yeerongpilly,Moreton,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282081,Hospitalisation,2015,May,Thursday,7,Fall from vehicle,Single Vehicle,153.020568,-27.398261,Achilles St,Kitchener Rd,Kedron,Brisbane City,4031,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Kedron - Gordon Park,Chermside,Brisbane - North,Major cities,Stafford,Lilley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282101,Medical treatment,2015,May,Friday,11,Sideswipe,Multi-Vehicle,153.015902,-27.563186,Beatty Rd,,Archerfield,Brisbane City,4108,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282102,Medical treatment,2015,May,Friday,19,Hit pedestrian,Hit pedestrian,153.012964,-27.464825,Caxton St,,Petrie Terrace,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
282103,Hospitalisation,2015,May,Friday,4,Hit pedestrian,Hit pedestrian,153.022071,-27.469437,Ann St,George St,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
282104,Hospitalisation,2015,May,Friday,8,Sideswipe,Multi-Vehicle,153.011184,-27.463194,Hale St,,Paddington,Brisbane City,4064,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Paddington - Milton,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282105,Minor injury,2015,May,Friday,7,Rear-end,Multi-Vehicle,153.011121,-27.463158,Hale St,,Paddington,Brisbane City,4064,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Paddington - Milton,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282106,Hospitalisation,2015,May,Friday,20,Angle,Multi-Vehicle,153.044134,-27.465614,Brunswick St,Langshaw St,New Farm,Brisbane City,4005,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,New Farm,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted
282107,Hospitalisation,2015,May,Friday,16,Rear-end,Multi-Vehicle,152.985586,-27.623106,Blunder Rd,,Pallara,Brisbane City,4110,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Pallara - Willawong,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Oxley,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
282108,Medical treatment,2015,May,Friday,14,Rear-end,Multi-Vehicle,152.974947,-27.5962597,Serviceton Ave,,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282109,Medical treatment,2015,May,Friday,11,Angle,Multi-Vehicle,152.9493797,-27.507212,Moggill Sub-Arterial Rd,,Kenmore,Brisbane City,4069,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Kenmore,Kenmore - Brookfield - Moggill,Brisbane - West,Major cities,Moggill,Ryan,State-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
282110,Medical treatment,2015,May,Friday,5,Rear-end,Multi-Vehicle,152.989573,-27.488406,Moggill Rd,,Toowong,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282111,Medical treatment,2015,May,Friday,7,Angle,Multi-Vehicle,153.017161,-27.556048,Beatty Rd,Marshall Rd,Rocklea,Brisbane City,4106,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - T-Junction,Stop sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
282112,Hospitalisation,2015,May,Friday,23,Angle,Multi-Vehicle,153.107109,-27.455354,Gateway Arterial Rd,Port Of Brisbane Rd,Murarrie,Brisbane City,4172,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major cities,Bulimba,Bonner,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
282113,Medical treatment,2015,May,Friday,11,Rear-end,Multi-Vehicle,153.010788,-27.543874,Ipswich Rd,,Rocklea,Brisbane City,4106,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - Interchange,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
282114,Hospitalisation,2015,May,Friday,15,Hit pedestrian,Hit pedestrian,153.09083,-27.552106,Newnham Rd,,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Wishart,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
282115,Hospitalisation,2015,May,Friday,8,Angle,Multi-Vehicle,153.034638,-27.494586,Ipswich Rd,Reis St,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
282116,Hospitalisation,2015,May,Friday,6,Rear-end,Multi-Vehicle,153.066863,-27.3373694,Gateway Arterial Rd,,Boondall,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Boondall,Nundah,Brisbane - North,Major cities,Nudgee,Lilley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
282125,Hospitalisation,2015,May,Friday,18,Angle,Multi-Vehicle,152.961533,-27.402178,Dawson Pde,Madsen St,Keperra,Brisbane City,4054,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Keperra,The Gap - Enoggera,Brisbane - West,Major cities,Everton,Brisbane,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
282150,Hospitalisation,2015,May,Friday,2,Hit object,Single Vehicle,152.932891,-27.592033,Progress Rd,,Wacol,Brisbane City,4076,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Wacol,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
282151,Medical treatment,2015,May,Saturday,11,Hit object,Single Vehicle,153.0271,-27.582097,Oswin St,,Acacia Ridge,Brisbane City,4110,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Sunnybank,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
